"R","n","omega","onTop","density"
0.43,2,0.5,0.008852340724649289,0.08374292519534003
0.43,3,0.1,0.000012852468693488063,0.00532020545025037
0.43,4,0.03653726559926414,8.220533695955224e-8,0.0007759448413195581
0.43,5,0.017346203222173808,9.994218425559523e-10,0.00016539777476294238
0.43,6,0.009578428015559567,1.7522857816448506e-11,0.000044040742756491646
0.43,7,0.005841703755277117,3.90226202909077e-13,0.000013588826073209107
0.43,8,0.0038233443006634154,1.0291504031231756e-14,4.657325680339403e-6
0.43,9,0.002638092180116395,3.0791070875215096e-16,1.7270319128216828e-6
0.43,10,0.0018965588221806899,1.015863701698535e-17,6.808951582831103e-7
0.44,2,0.5,0.00877565940774019,0.08348717384540348
0.44,3,0.1,0.00001283012484274889,0.00531861710668356
0.44,4,0.03653726559926414,8.215309165554178e-8,0.0007759538089744299
0.44,5,0.017346203222173808,9.991202386395722e-10,0.00016540836031417902
0.44,6,0.009578428015559567,1.7519937618881455e-11,0.00004404373420664978
0.44,7,0.005841703755277117,3.9018654013066154e-13,0.000013589660074436981
0.44,8,0.0038233443006634154,1.0290819399443857e-14,4.657573686774755e-6
0.44,9,0.002638092180116395,3.0789657511164725e-16,1.727110976624181e-6
0.44,10,0.0018965588221806899,1.0158301786240498e-17,6.809219950767454e-7
0.45,2,0.5,0.008697902570197615,0.08322615970272532
0.45,3,0.1,0.000012807307533958151,0.005316991224748976
0.45,4,0.03653726559926414,8.20996796679562e-8,0.0007759629228561661
0.45,5,0.017346203222173808,9.988117954797402e-10,0.00016541918505740455
0.45,6,0.009578428015559567,1.7516950793898085e-11,0.000044046794041606594
0.45,7,0.005841703755277117,3.9014596973565416e-13,0.000013590513205296624
0.45,8,0.0038233443006634154,1.0290119076121103e-14,4.6578273893980155e-6
0.45,9,0.002638092180116395,3.0788211723116863e-16,1.7271918574659992e-6
0.45,10,0.0018965588221806899,1.0157958860488597e-17,6.809494488160883e-7
0.46,2,0.5,0.00861911070353094,0.08295992473080982
0.46,3,0.1,0.00001278401943284665,0.005315327737554753
0.46,4,0.03653726559926414,8.20451033160205e-8,0.0007759721789099548
0.46,5,0.017346203222173808,9.9849651946741e-10,0.00016543024871006984
0.46,6,0.009578428015559567,1.7513897375742415e-11,0.00004404992223518827
0.46,7,0.005841703755277117,3.9010449200801614e-13,0.000013591385462869288
0.46,8,0.0038233443006634154,1.0289403064473343e-14,4.6580867878606735e-6
0.46,9,0.002638092180116395,3.0786733515645266e-16,1.7272745553116896e-6
0.46,10,0.0018965588221806899,1.0157608240509714e-17,6.809775195016711e-7
0.47000000000000003,2,0.5,0.008539324554638291,0.0826885118126102
0.47000000000000003,3,0.1,0.00001276026325679419,0.005313626577035615
0.47000000000000003,4,0.03653726559926414,8.198936496846886e-8,0.0007759815729933423
0.47000000000000003,5,0.017346203222173808,9.981744171337471e-10,0.00016544155098335267
0.47000000000000003,6,0.009578428015559567,1.7510777399417916e-11,0.00004405311876063504
0.47000000000000003,7,0.005841703755277117,3.9006210723803903e-13,0.00001359227684417063
0.47000000000000003,8,0.0038233443006634154,1.028867136778218e-14,4.658351881806372e-6
0.47000000000000003,9,0.002638092180116395,3.07852228934261e-16,1.7273590701250036e-6
0.47000000000000003,10,0.0018965588221806899,1.0157249927101395e-17,6.810062071340372e-7
0.48000000000000004,2,0.5,0.008458585091048416,0.08241196474675587
0.48000000000000004,3,0.1,0.00001273604177430128,0.005311887673974157
0.48000000000000004,4,0.03653726559926414,8.193246704337343e-8,0.000775991100876464
0.48000000000000004,5,0.017346203222173808,9.978454951499018e-10,0.00016545309158216267
0.48000000000000004,6,0.009578428015559567,1.7507590900686855e-11,0.00004405638359060129
0.48000000000000004,7,0.005841703755277117,3.9001881572234126e-13,0.000013593187346150742
0.48000000000000004,8,0.0038233443006634154,1.0287923989400942e-14,4.658622670870901e-6
0.48000000000000004,9,0.002638092180116395,3.0783679861237915e-16,1.7274454018688928e-6
0.48000000000000004,10,0.0018965588221806899,1.0156883921078668e-17,6.810355117137402e-7
0.49,2,0.5,0.008376933466261241,0.08213032824348684
0.49,3,0.1,0.000012711357804451602,0.005310110958022523
0.49,4,0.03653726559926414,8.187441200796936e-8,0.0007760007582422791
0.49,5,0.017346203222173808,9.975097603267793e-10,0.00016546487020514667
0.49,6,0.009578428015559567,1.7504337916069603e-11,0.00004405971669715578
0.49,7,0.005841703755277117,3.8997461776386454e-13,0.000013594116965694138
0.49,8,0.0038233443006634154,1.0287160932754666e-14,4.6588991546822085e-6
0.49,9,0.002638092180116395,3.0782104423961633e-16,1.7275335505055058e-6
0.49,10,0.0018965588221806899,1.0156510223274044e-17,6.810654332413451e-7
0.5,2,0.5,0.008294410985227634,0.08184364792028576
0.5,3,0.1,0.000012686214216365404,0.005308296357724459
0.5,4,0.03653726559926414,8.181520237847658e-8,0.00077601054068681
0.5,5,0.017346203222173808,9.971672196148056e-10,0.00016547688654469374
0.5,6,0.009578428015559567,1.7501018482843932e-11,0.0000440631180517817
0.5,7,0.005841703755277117,3.8992951367187053e-13,0.00001359506569961976
0.5,8,0.0038233443006634154,1.0286382201340064e-14,4.6591813328603846e-6
0.5,9,0.002638092180116395,3.0780496586580495e-16,1.7276235159961906e-6
0.5,10,0.0018965588221806899,1.0156128834537501e-17,6.810959717174279e-7
0.51,2,0.5,0.008211059070008226,0.08155197029719913
0.51,3,0.1,0.000012660613928643895,0.005306443800537761
0.51,4,0.03653726559926414,8.175484071991803e-8,0.000776020443719387
0.51,5,0.017346203222173808,9.968178801036866e-10,0.00016548914028694086
0.51,6,0.009578428015559567,1.7497632639044328e-11,0.00004406658762537692
0.51,7,0.005841703755277117,3.898835037619371e-13,0.000013596033544680976
0.51,8,0.0038233443006634154,1.0285587798725502e-14,4.659469205017672e-6
0.51,9,0.002638092180116395,3.0778856354180056e-16,1.7277152983014931e-6
0.51,10,0.0018965588221806899,1.0155739755736493e-17,6.81127127142575e-7
0.52,2,0.5,0.008126919225650609,0.0812553427918386
0.52,3,0.1,0.000012634559908804892,0.005304553212857093
0.52,4,0.03653726559926414,8.169332964593449e-8,0.0007760304627628973
0.52,5,0.017346203222173808,9.96461749022164e-10,0.0001655016311117784
0.52,6,0.009578428015559567,1.7494180423461232e-11,0.000044070125388254084
0.52,7,0.005841703755277117,3.8983658835595476e-13,0.00001359702049756558
0.52,8,0.0038233443006634154,1.0284777728550968e-14,4.6597627707584605e-6
0.52,9,0.002638092180116395,3.0777183731948174e-16,1.7278088973811576e-6
0.52,10,0.0018965588221806899,1.0155342987755941e-17,6.811588995173836e-7
0.53,2,0.5,0.008042033006323453,0.0809538137140541
0.53,3,0.1,0.000012608055172709792,0.005302624520037181
0.53,4,0.03653726559926414,8.163067181859593e-8,0.0007760405931540404
0.53,5,0.017346203222173808,9.96098833737766e-10,0.0001655143586928555
0.53,6,0.009578428015559567,1.749066187564032e-11,0.000044073731310140825
0.53,7,0.005841703755277117,3.897887677821228e-13,0.0000135980265548958
0.53,8,0.0038233443006634154,1.0283951994528044e-14,4.660062029679283e-6
0.53,9,0.002638092180116395,3.0775478725174927e-16,1.727904313194125e-6
0.53,10,0.0018965588221806899,1.0154938531498233e-17,6.811912888424614e-7
0.54,2,0.5,0.007956441981745426,0.08064743226027056
0.54,3,0.1,0.00001258110278398206,0.005300657646416369
0.54,4,0.03653726559926414,8.156686994820956e-8,0.0007760508301435863
0.54,5,0.017346203222173808,9.957291417565533e-10,0.0001655273226975861
0.54,6,0.009578428015559567,1.7487077035881743e-11,0.0000440774053601799
0.54,7,0.005841703755277117,3.8974004237494546e-13,0.000013599051713228297
0.54,8,0.0038233443006634154,1.0283110600439889e-14,4.660366981368821e-6
0.54,9,0.002638092180116395,3.0773741339252647e-16,1.728001545698534e-6
0.54,10,0.0018965588221806899,1.0154526387883217e-17,6.812242951184275e-7
0.55,2,0.5,0.007870187703945946,0.08033624850748049
0.55,3,0.1,0.000012553705853417392,0.005298652515340537
0.55,4,0.03653726559926414,8.150192679312442e-8,0.0007760611688966383
0.55,5,0.017346203222173808,9.9535268072286e-10,0.00016554052278715454
0.55,6,0.009578428015559567,1.7483425945239358e-11,0.000044081147506929347
0.55,7,0.005841703755277117,3.896904124752282e-13,0.000013600095969054154
0.55,8,0.0038233443006634154,1.0282253550141188e-14,4.660677625407898e-6
0.55,9,0.002638092180116395,3.077197157967585e-16,1.7281005948517203e-6
0.55,10,0.0018965588221806899,1.0154106557848199e-17,6.812579183459101e-7
0.56,2,0.5,0.007783311674393962,0.08002031340688473
0.56,3,0.1,0.000012525867538385686,0.005296609049187389
0.56,4,0.03653726559926414,8.143584515953264e-8,0.0007760716044929032
0.56,5,0.017346203222173808,9.949694584190308e-10,0.00016555395861652183
0.56,6,0.009578428015559567,1.7479708645519943e-11,0.00004408495771836271
0.56,7,0.005841703755277117,3.8963987843007356e-13,0.000013601159318798896
0.56,8,0.0038233443006634154,1.0281380847558146e-14,4.660993961369481e-6
0.56,9,0.002638092180116395,3.0770169452041225e-16,1.728201460610216e-6
0.56,10,0.0018965588221806899,1.0153679042347939e-17,6.812921585255491e-7
0.5700000000000001,2,0.5,0.007695855311530091,0.07969967877717432
0.5700000000000001,3,0.1,0.000012497591042225013,0.005294527169391061
0.5700000000000001,4,0.03653726559926414,8.136862790126741e-8,0.0007760821319269638
0.5700000000000001,5,0.017346203222173808,9.945794827651521e-10,0.0001655676298344314
0.5700000000000001,6,0.009578428015559567,1.7475925179282396e-11,0.000044088835961869134
0.5700000000000001,7,0.005841703755277117,3.8958844059287705e-13,0.000013602241758822481
0.5700000000000001,8,0.0038233443006634154,1.028049249668844e-14,4.661315988818676e-6
0.5700000000000001,9,0.002638092180116395,3.076833496204761e-16,1.7283041429297493e-6
0.5700000000000001,10,0.0018965588221806899,1.015324384235465e-17,6.813270156579941e-7
0.5800000000000001,2,0.5,0.007607859918736479,0.07937439729744658
0.5800000000000001,3,0.1,0.000012468879613627736,0.005292406796467119
0.5800000000000001,4,0.03653726559926414,8.130027791959755e-8,0.0007760927461085564
0.5800000000000001,5,0.017346203222173808,9.941827618187804e-10,0.00016558153608341538
0.5800000000000001,6,0.009578428015559567,1.7472075589836937e-11,0.00004409278220425366
0.5800000000000001,7,0.005841703755277117,3.895360993233232e-13,0.000013603343285419298
0.5800000000000001,8,0.0038233443006634154,1.0279588501601204e-14,4.66164370731273e-6
0.5800000000000001,9,0.002638092180116395,3.076646811549593e-16,1.7284086417652444e-6
0.5800000000000001,10,0.0018965588221806899,1.015280095885799e-17,6.813624897439052e-7
0.59,2,0.5,0.00751936665277775,0.07904452249974876
0.59,3,0.1,0.00001243973654601893,0.005290247850037852
0.59,4,0.03653726559926414,8.12307981630188e-8,0.0007761034418628543
0.59,5,0.017346203222173808,9.93779303774663e-10,0.00016559567699980093
0.59,6,0.009578428015559567,1.746815992124426e-11,0.00004409679641173728
0.59,7,0.005841703755277117,3.894828549873814e-13,0.000013604463894818172
0.59,8,0.0038233443006634154,1.0278668866436985e-14,4.66197711640103e-6
0.59,9,0.002638092180116395,3.0764568918289227e-16,1.7285149570708213e-6
0.59,10,0.0018965588221806899,1.0152350392865061e-17,6.813985807839528e-7
0.6,2,0.5,0.007430416492745422,0.07871010876124337
0.6,3,0.1,0.000012410165176927296,0.005288050248857935
0.6,4,0.03653726559926414,8.116019162704193e-8,0.0007761142139307549
0.6,5,0.017346203222173808,9.933691169644575e-10,0.00016561005221371665
0.6,6,0.009578428015559567,1.7464178218314714e-11,0.00004410087854995722
0.6,7,0.005841703755277117,3.894287079573015e-13,0.000013605603583182373
0.6,8,0.0038233443006634154,1.0277733595407713e-14,4.662316215625102e-6
0.6,9,0.002638092180116395,3.0762637376432556e-16,1.7286230887997954e-6
0.6,10,0.0018965588221806899,1.0151892145400406e-17,6.814352887788168e-7
0.61,2,0.5,0.0073410502095370795,0.07837121129598938
0.61,3,0.1,0.000012380168887348708,0.005285813910840391
0.61,4,0.03653726559926414,8.108846135397743e-8,0.0007761250569691713
0.61,5,0.017346203222173808,9.929522098564448e-10,0.00016562466134909898
0.61,6,0.009578428015559567,1.746013052660743e-11,0.00004410502858396711
0.61,7,0.005841703755277117,3.8937365861160936e-13,0.000013606762346609605
0.61,8,0.0038233443006634154,1.027678269279668e-14,4.6626610045186025e-6
0.61,9,0.002638092180116395,3.0760673496033004e-16,1.7287330369046763e-6
0.61,10,0.0018965588221806899,1.0151426217506004e-17,6.81472613729188e-7
0.62,2,0.5,0.007251308335900457,0.07802788614633391
0.62,3,0.1,0.000012349751101102602,0.005283538753082909
0.62,4,0.03653726559926414,8.101561043271716e-8,0.0007761359655513299
0.62,5,0.017346203222173808,9.925285910552368e-10,0.00016563950402369898
0.62,6,0.009578428015559567,1.7456016892429467e-11,0.00004410924647823712
0.62,7,0.005841703755277117,3.8931770733510283e-13,0.000013607940181132009
0.62,8,0.0038233443006634154,1.0275816162958496e-14,4.663011482607327e-6
0.62,9,0.002638092180116395,3.0758677283299636e-16,1.7288448013371687e-6
0.62,10,0.0018965588221806899,1.0150952610241263e-17,6.815105556357666e-7
0.63,2,0.5,0.007161231137071521,0.07768019017390955
0.63,3,0.1,0.000012318915284181317,0.005281224691894452
0.63,4,0.03653726559926414,8.094164199851259e-8,0.0007761469341670713
0.63,5,0.017346203222173808,9.920982693014814e-10,0.0001656545798490887
0.63,6,0.009578428015559567,1.7451837362834917e-11,0.00004411353219665423
0.63,7,0.005841703755277117,3.892608545188469e-13,0.000013609137082716173
0.63,8,0.0038233443006634154,1.0274834010319057e-14,4.663367649409203e-6
0.63,9,0.002638092180116395,3.075664874454348e-16,1.728958382048171e-6
0.63,10,0.0018965588221806899,1.015047132468302e-17,6.81549114499263e-7
0.64,2,0.5,0.0070708585820343835,0.07732818105023292
0.64,3,0.1,0.000012287664944092632,0.005278871642822182
0.64,4,0.03653726559926414,8.086655923275e-8,0.0007761579572231562
0.64,5,0.017346203222173808,9.916612534715615e-10,0.00016566988843066865
0.64,6,0.009578428015559567,1.744759198562402e-11,0.000044117885702522376
0.64,7,0.005841703755277117,3.8920310056016927e-13,0.000013610353047263128
0.64,8,0.0038233443006634154,1.0273836239375516e-14,4.66372950443429e-6
0.64,9,0.002638092180116395,3.0754587886177473e-16,1.7290737789877764e-6
0.64,10,0.0018965588221806899,1.0149982361925538e-17,6.815882903203974e-7
0.65,2,0.5,0.006980230315429742,0.07697191724690033
0.65,3,0.1,0.000012256003629195618,0.0052764795206787065
0.65,4,0.03653726559926414,8.079036536272244e-8,0.000776169029043576
0.65,5,0.017346203222173808,9.9121755257729e-10,0.0001656854293676739
0.65,6,0.009578428015559567,1.744328080934224e-11,0.000044122306958562676
0.65,7,0.005841703755277117,3.891444458626557e-13,0.00001361158807060834
0.65,8,0.0038233443006634154,1.0272822854696248e-14,4.66409704718478e-6
0.65,9,0.002638092180116395,3.0752494714716437e-16,1.7291909921052697e-6
0.65,10,0.0018965588221806899,1.0149485723080496e-17,6.816280830998991e-7
0.66,2,0.5,0.006889385630137266,0.07661145802537689
0.66,3,0.1,0.000012223934928030018,0.005274048239569609
0.66,4,0.03653726559926414,8.071306366139863e-8,0.0007761801438698692
0.66,5,0.017346203222173808,9.907671757655995e-10,0.00016570120225318195
0.66,6,0.009578428015559567,1.7438903883279352e-11,0.000044126795926913676
0.66,7,0.005841703755277117,3.890848908361455e-13,0.000013612842148521733
0.66,8,0.0038233443006634154,1.027179386092081e-14,4.6644702771549906e-6
0.66,9,0.002638092180116395,3.0750369236777054e-16,1.7293100213491302e-6
0.66,10,0.0018965588221806899,1.0148981409276993e-17,6.816684928385083e-7
0.67,2,0.5,0.0067983634405561245,0.07624686342637625
0.67,3,0.1,0.00001219146246863929,0.005271577712921276
0.67,4,0.03653726559926414,8.063465744718859e-8,0.0007761912958614386
0.67,5,0.017346203222173808,9.903101323182295e-10,0.00016571720667411926
0.67,6,0.009578428015559567,1.7434461257468494e-11,0.00004413135256913146
0.67,7,0.005841703755277117,3.8902443589672645e-13,0.000013614115276707673
0.67,8,0.0038233443006634154,1.0270749262759908e-14,4.664849193831368e-6
0.67,9,0.002638092180116395,3.0748211459077804e-16,1.7294308666670298e-6
0.67,10,0.0018965588221806899,1.0148469421661534e-17,6.817095195369736e-7
0.68,2,0.5,0.006707202256606552,0.07587819425882811
0.68,3,0.1,0.00001215858991788755,0.005269067853509012
0.68,4,0.03653726559926414,8.055515008370631e-8,0.0007762024790958793
0.68,5,0.017346203222173808,9.89846431651406e-10,0.00016573344221126893
0.68,6,0.009578428015559567,1.7429952982685216e-11,0.00004413597684618996
0.68,7,0.005841703755277117,3.8896308146673016e-13,0.000013615407450804974
0.68,8,0.0038233443006634154,1.0269689064995366e-14,4.665233796692487e-6
0.68,9,0.002638092180116395,3.074602138843897e-16,1.7295535280058317e-6
0.68,10,0.0018965588221806899,1.0147949761398034e-17,6.817511631960529e-7
0.6900000000000001,2,0.5,0.006615940158474052,0.07550551208843116
0.6900000000000001,3,0.1,0.000012125320980770543,0.005266518573485438
0.6900000000000001,4,0.03653726559926414,8.047454497952932e-8,0.0007762136875693041
0.6900000000000001,5,0.017346203222173808,9.893760833155188e-10,0.00016574990843927788
0.6900000000000001,6,0.009578428015559567,1.742537911044652e-11,0.000044140668718481096
0.6900000000000001,7,0.005841703755277117,3.8890082797472703e-13,0.000013616718666386893
0.6900000000000001,8,0.0038233443006634154,1.0268613272480083e-14,4.665624085209045e-6
0.6900000000000001,9,0.002638092180116395,3.0743799031782554e-16,1.7296780053115917e-6
0.6900000000000001,10,0.0018965588221806899,1.0147422429667808e-17,6.817934238165148e-7
0.7000000000000001,2,0.5,0.006524614772116537,0.07512887922579031
0.7000000000000001,3,0.1,0.000012091659399720837,0.005263929784409172
0.7000000000000001,4,0.03653726559926414,8.039284558795517e-8,0.0007762249151966796
