"R","n","omega","onTop","density"
2.1599999999999997,2,0.5,0.00010025703032840358,0.01433929544057704
2.1599999999999997,3,0.1,5.245632937995601e-6,0.0044223011671856
2.1599999999999997,4,0.03653726559926414,5.9251741650507255e-8,0.0007735054721686902
2.1599999999999997,5,0.017346203222173808,8.555381522609069e-10,0.0001703319244366064
2.1599999999999997,6,0.009578428015559567,1.6081508391045013e-11,0.00004553266785187159
2.1599999999999997,7,0.005841703755277117,3.7032342091641847e-13,0.000014012882315923603
2.1599999999999997,8,0.0038233443006634154,9.944863491888053e-15,4.784398274143815e-6
2.1599999999999997,9,0.002638092180116395,3.007167629996319e-16,1.7676844016033071e-6
2.1599999999999997,10,0.0018965588221806899,9.987441552903191e-18,6.947175698778549e-7
2.17,2,0.5,0.00009600854440173632,0.014079854025469192
2.17,3,0.1,5.200401889868064e-6,0.004413264198514134
2.17,4,0.03653726559926414,5.9064557895824236e-8,0.0007734186488779387
2.17,5,0.017346203222173808,8.542539437319626e-10,0.00017037468015889125
2.17,6,0.009578428015559567,1.6068174441605103e-11,0.000045546612839044364
2.17,7,0.005841703755277117,3.7013612480853794e-13,0.000014016926776257423
2.17,8,0.0038233443006634154,9.941571276569622e-15,4.785619816926679e-6
2.17,9,0.002638092180116395,3.0064806946110985e-16,1.7680765895803357e-6
2.17,10,0.0018965588221806899,9.985801330287979e-18,6.94851151698796e-7
2.1799999999999997,2,0.5,0.00009192170588111051,0.013823728921054535
2.1799999999999997,3,0.1,5.155354633128245e-6,0.004404185264968383
2.1799999999999997,4,0.03653726559926414,5.887710498866755e-8,0.0007733303124156128
2.1799999999999997,5,0.017346203222173808,8.529657445613215e-10,0.0001704175410011072
2.1799999999999997,6,0.009578428015559567,1.6054790036003706e-11,0.000045560613208501735
2.1799999999999997,7,0.005841703755277117,3.6994805897641577e-13,0.000014020988887560691
2.1799999999999997,8,0.0038233443006634154,9.938264952153478e-15,4.7868468771890715e-6
2.1799999999999997,9,0.002638092180116395,3.0057907443214786e-16,1.768470576103336e-6
2.1799999999999997,10,0.0018965588221806899,9.984153802827216e-18,6.949853506211779e-7
2.19,2,0.5,0.00008799123363148188,0.013570909454600297
2.19,3,0.1,5.110493163826849e-6,0.004395064518765927
2.19,4,0.03653726559926414,5.8689389253723775e-8,0.000773240450348811
2.19,5,0.017346203222173808,8.516735786295486e-10,0.00017046050576005275
2.19,6,0.009578428015559567,1.604135531878794e-11,0.00004557466883769351
2.19,7,0.005841703755277117,3.697592246898237e-13,0.000014025068635613032
2.19,8,0.0038233443006634154,9.934944533443245e-15,4.788079453191287e-6
2.19,9,0.002638092180116395,3.0050977812752965e-16,1.7688663609892244e-6
2.19,10,0.0018965588221806899,9.982498974225601e-18,6.951201666453925e-7
2.1999999999999997,2,0.5,0.00008421198002353861,0.013321384233221358
2.1999999999999997,3,0.1,5.065819438487821e-6,0.00438590211511161
2.1999999999999997,4,0.03653726559926414,5.850141700706608e-8,0.0007731490502497691
2.1999999999999997,5,0.017346203222173808,8.50377469863622e-10,0.00017050357322865556
2.1999999999999997,6,0.009578428015559567,1.6027870434962285e-11,0.000045588779603558655
2.1999999999999997,7,0.005841703755277117,3.695696232232724e-13,0.000014029166006129256
2.1999999999999997,8,0.0038233443006634154,9.93161003530227e-15,4.789317543185283e-6
2.1999999999999997,9,0.002638092180116395,3.0044018076294315e-16,1.769263944053982e-6
2.1999999999999997,10,0.0018965588221806899,9.980836848203844e-18,6.95255599771813e-7
2.21,2,0.5,0.00008057892925433282,0.013075141159107935
2.21,3,0.1,5.021335374140599e-6,0.004376698212195807
2.21,4,0.03653726559926414,5.8313194555812965e-8,0.0007730560996965553
2.21,5,0.017346203222173808,8.490774422361991e-10,0.00017054674219599405
2.21,6,0.009578428015559567,1.6014335529985982e-11,0.00004560294538252591
2.21,7,0.005841703755277117,3.6937925585599713e-13,0.00001403328098475935
2.21,8,0.0038233443006634154,9.928261472653508e-15,4.790561145414679e-6
2.21,9,0.002638092180116395,3.003702825549795e-16,1.769663325112653e-6
2.21,10,0.0018965588221806899,9.979167428498641e-18,6.953916500007928e-7
2.2199999999999998,2,0.5,0.00007708719561092054,0.012832167444874679
2.2199999999999998,3,0.1,4.977042848360006e-6,0.00436745297119223
2.2199999999999998,4,0.03653726559926414,5.812472819778891e-8,0.0007729615862737622
2.2199999999999998,5,0.017346203222173808,8.477735197648821e-10,0.00017059001144731933
2.2199999999999998,6,0.009578428015559567,1.6000750749770424e-11,0.00004561716605051459
2.2199999999999998,7,0.005841703755277117,3.691881238719432e-13,0.000014037413557088509
2.2199999999999998,8,0.0038233443006634154,9.924898860479407e-15,4.791810258114747e-6
2.2199999999999998,9,0.002638092180116395,3.0030008372113184e-16,1.7700645039793434e-6
2.2199999999999998,10,0.0018965588221806899,9.977490718862658e-18,6.955283173326646e-7
2.23,2,0.5,0.00007373202168148947,0.012592449629019481
2.23,3,0.1,4.932943699313607e-6,0.004358166556255233
2.23,4,0.03653726559926414,5.79360242211866e-8,0.0007728654975732005
2.23,5,0.017346203222173808,8.46465726511483e-10,0.00017063337976407707
2.23,6,0.009578428015559567,1.5987116240676536e-11,0.00004563144148293536
2.23,7,0.005841703755277117,3.689962285597517e-13,0.000014041563708637132
2.23,8,0.0038233443006634154,9.921522213821805e-15,4.793064879512405e-6
2.23,9,0.002638092180116395,3.0022958447979413e-16,1.7704674804672204e-6
2.23,10,0.0018965588221806899,9.975806723064525e-18,6.956656017677416e-7
2.2399999999999998,2,0.5,0.00007050877651834536,0.012355973591481186
2.2399999999999998,3,0.1,4.889039725816522e-6,0.004348839134516662
2.2399999999999998,4,0.03653726559926414,5.774708890423117e-8,0.0007727678211945918
2.2399999999999998,5,0.017346203222173808,8.451540865812892e-10,0.00017067684592392962
2.2399999999999998,6,0.009578428015559567,1.5973432149512144e-11,0.00004564577155469087
2.2399999999999998,7,0.005841703755277117,3.68803571212745e-13,0.000014045731424860821
2.2399999999999998,8,0.0038233443006634154,9.918131547781812e-15,4.794325007826221e-6
2.2399999999999998,9,0.002638092180116395,3.0015878505026006e-16,1.7708722543885103e-6
2.2399999999999998,10,0.0018965588221806899,9.974115444888818e-18,6.95803503306316e-7
2.25,2,0.5,0.00006741295375699307,0.012122724569284593
2.25,3,0.1,4.845332687393568e-6,0.004339470876082191
2.25,4,0.03653726559926414,5.7557928514846e-8,0.00077266854474626
2.25,5,0.017346203222173808,8.438386241223267e-10,0.00017072040870077772
2.25,6,0.009578428015559567,1.5959698623529365e-11,0.00004566015614017663
2.25,7,0.005841703755277117,3.686101531289122e-13,0.000014049916691150436
2.25,8,0.0038233443006634154,9.914726877519698e-15,4.795590641266401e-6
2.25,9,0.002638092180116395,3.0008768565272194e-16,1.7712788255544977e-6
2.25,10,0.0018965588221806899,9.972416888136045e-18,6.959420219486599e-7
2.26,2,0.5,0.00006444016969543553,0.011892687172262195
2.26,3,0.1,4.8018243043486985e-6,0.004330061954027212
2.26,4,0.03653726559926414,5.736854931032066e-8,0.0007725676558458246
2.26,5,0.017346203222173808,8.425193633246253e-10,0.00017076406686478295
2.26,6,0.009578428015559567,1.5945915810421947e-11,0.00004567459511328164
2.26,7,0.005841703755277117,3.684159756108947e-13,0.000014054119492832051
2.26,8,0.0038233443006634154,9.911308218254784e-15,4.796861778034789e-6
2.26,9,0.002638092180116395,3.0001628650826953e-16,1.7716871937755238e-6
2.26,10,0.0018965588221806899,9.970711056622633e-18,6.960811576950233e-7
2.27,2,0.5,0.00006158616133767822,0.011665845398841326
2.27,3,0.1,4.7585162578416e-6,0.004320612544392216
2.27,4,0.03653726559926414,5.717895753698036e-8,0.0007724651421208913
2.27,5,0.017346203222173808,8.411963284194817e-10,0.0001708078191823897
2.27,6,0.009578428015559567,1.593208385832265e-11,0.00004568908834738926
2.27,7,0.005841703755277117,3.682210399659713e-13,0.000014058339815167
2.27,8,0.0038233443006634154,9.907875585265321e-15,4.79813841632486e-6
2.27,9,0.002638092180116395,2.99944587838889e-16,1.7720973588609866e-6
2.27,10,0.0018965588221806899,9.96899795418091e-18,6.962209105456347e-7
2.28,2,0.5,0.000058846784405310574,0.011442182651886214
2.28,3,0.1,4.715410189971431e-6,0.0043111228261777206
2.28,4,0.03653726559926414,5.698915942985764e-8,0.0007723609912097428
2.28,5,0.017346203222173808,8.398695436787238e-10,0.0001708516644163476
2.28,6,0.009578428015559567,1.591820291580058e-11,0.00004570363571537785
2.28,7,0.005841703755277117,3.6802534750604383e-13,0.00001406257764335187
2.28,8,0.0038233443006634154,9.904428993888385e-15,4.799420554321717e-6
2.28,9,0.002638092180116395,2.9987258986746146e-16,1.7725093206193373e-6
2.28,10,0.0018965588221806899,9.967277584659095e-18,6.963612805007023e-7
2.29,2,0.5,0.00005621801132090044,0.01122168175458406
2.29,3,0.1,4.6725077038675475e-6,0.004301592981338704
2.29,4,0.03653726559926414,5.679916121236571e-8,0.00077225519076203
2.29,5,0.017346203222173808,8.385390334139729e-10,0.0001708956013257337
2.29,6,0.009578428015559567,1.590427313185854e-11,0.000045718237089621636
2.29,7,0.005841703755277117,3.6782889954762215e-13,0.00001406683296251852
2.29,8,0.0038233443006634154,9.900968459519752e-15,4.800708190202081e-6
2.29,9,0.002638092180116395,2.9980029281776225e-16,1.7729230788580792e-6
2.29,10,0.0018965588221806899,9.965549951921282e-18,6.965022675604106e-7
2.3,2,0.5,0.00005369592916681861,0.011004324966364765
2.3,3,0.1,4.6298103637872025e-6,0.004292023194778574
2.3,4,0.03653726559926414,5.6608969095973804e-8,0.000772147728439461
2.3,5,0.017346203222173808,8.372048219759076e-10,0.00017093962866597507
2.3,6,0.009578428015559567,1.589029465593037e-11,0.00004573289234199144
2.3,7,0.005841703755277117,3.6763169741180997e-13,0.000014071105757734096
2.3,8,0.0038233443006634154,9.897493997613802e-15,4.802001322134301e-6
2.3,9,0.002638092180116395,2.9972769691445943e-16,1.7733386333837693e-6
2.3,10,0.0018965588221806899,9.963815059847425e-18,6.966438717249226e-7
2.31,2,0.5,0.00005127673762297749,0.010790093998843748
2.31,3,0.1,4.587319695220064e-6,0.004282413654342657
2.31,4,0.03653726559926414,5.641858927988454e-8,0.0007720385919164918
2.31,5,0.017346203222173808,8.358669337535256e-10,0.000170983745188871
2.31,6,0.009578428015559567,1.5876267637878292e-11,0.00004574760134385538
2.31,7,0.005841703755277117,3.674337424242892e-13,0.000014075396014001028
2.31,8,0.0038233443006634154,9.894005623683379e-15,4.803299948278327e-6
2.31,9,0.002638092180116395,2.9965480238311277e-16,1.773755984002014e-6
2.31,10,0.0018965588221806899,9.962072912333325e-18,6.967860929943783e-7
2.32,2,0.5,0.000048956746886846895,0.010578970031777796
2.32,3,0.1,4.54503718499953e-6,0.004272764550811219
2.32,4,0.03653726559926414,5.6228027950713146e-8,0.0007719277688810124
2.32,5,0.017346203222173808,8.345253931734079e-10,0.00017102794964261582
2.32,6,0.009578428015559567,1.5862192227990215e-11,0.00004576236396607977
2.32,7,0.005841703755277117,3.6723503591530594e-13,0.000014079703716257055
2.32,8,0.0038233443006634154,9.890503353299697e-15,4.804604066785732e-6
2.32,9,0.002638092180116395,2.995816094501726e-16,1.7741751305174686e-6
2.32,10,0.0018965588221806899,9.960323513290612e-18,6.969289313688951e-7
2.3299999999999996,2,0.5,0.00004673237557897836,0.01037093372902367
2.3299999999999996,3,0.1,4.502964281420694e-6,0.004263076077892012
2.3299999999999996,4,0.03653726559926414,5.6037291282168794e-8,0.0007718152470350381
2.3299999999999996,5,0.017346203222173808,8.331802246989802e-10,0.00017107224077182132
2.3299999999999996,6,0.009578428015559567,1.5848068576977068e-11,0.000045777180079029785
2.3299999999999996,7,0.005841703755277117,3.67035579219655e-13,0.00001408402884937523
2.3299999999999996,8,0.0038233443006634154,9.88698720209221e-15,4.805913675799682e-6
2.3299999999999996,9,0.002638092180116395,2.995081183429786e-16,1.7745960727338364e-6
2.3299999999999996,10,0.0018965588221806899,9.958566866646733e-18,6.97072386848567e-7
2.34,2,0.5,0.00004460014863714836,0.010165965254489621
2.34,3,0.1,4.4611023943649005e-6,0.0042533484322123515
2.34,4,0.03653726559926414,5.5846385434737823e-8,0.000771701014095394
2.34,5,0.017346203222173808,8.318314528297753e-10,0.00017111661731753972
2.34,6,0.009578428015559567,1.583389683597013e-11,0.0000457920495525703
2.34,7,0.005841703755277117,3.6683537367666524e-13,0.000014088371398163923
2.34,8,0.0038233443006634154,9.883457185748507e-15,4.807228773454946e-6
2.34,9,0.002638092180116395,2.994343292897585e-16,1.7750188104538665e-6
2.34,10,0.0018965588221806899,9.956802976344939e-18,6.972164594334643e-7
2.3499999999999996,2,0.5,0.00004255669520210448,0.009964044288070188
2.3499999999999996,3,0.1,4.419452895430827e-6,0.0042435818133107275
2.3499999999999996,4,0.03653726559926414,5.5655316555369175e-8,0.0007715850577944025
2.3499999999999996,5,0.017346203222173808,8.304791021006965e-10,0.000171161078017286
2.3499999999999996,6,0.009578428015559567,1.5819677156518315e-11,0.000045806972256066646
2.3499999999999996,7,0.005841703755277117,3.6663442063018456e-13,0.000014092731347366851
2.3499999999999996,8,0.0038233443006634154,9.87991332001419e-15,4.808549357877891e-6
2.3499999999999996,9,0.002638092180116395,2.9936024251962706e-16,1.7754433434793541e-6
2.3499999999999996,10,0.0018965588221806899,9.955031846344269e-18,6.973611491236334e-7
2.36,2,0.5,0.00004059874649777217,0.009765150041554364
2.36,3,0.1,4.378017118071916e-6,0.004233776423627952
2.36,4,0.03653726559926414,5.546409077716164e-8,0.0007714673658805695
2.36,5,0.017346203222173808,8.291231970812789e-10,0.00017120562160506103
2.36,6,0.009578428015559567,1.58054096905855e-11,0.00004582194805838542
2.36,7,0.005841703755277117,3.664327214285649e-13,0.000014097108681663076
2.36,8,0.0038233443006634154,9.87635562069275e-15,4.80987542718647e-6
2.36,9,0.002638092180116395,2.99285858262585e-16,1.7758696716111372e-6
2.36,10,0.0018965588221806899,9.953253480619528e-18,6.975064559190968e-7
2.3699999999999997,2,0.5,0.0000387231337086628,0.009569261274498128
2.3699999999999997,3,0.1,4.336796357740184e-6,0.0042239324684978366
2.3699999999999997,4,0.03653726559926414,5.5272714219053456e-8,0.0007713479261192686
2.3699999999999997,5,0.017346203222173808,8.277637623749523e-10,0.0001712502468113744
2.3699999999999997,6,0.009578428015559567,1.5791094590547807e-11,0.00004583697682789525
2.3699999999999997,7,0.005841703755277117,3.6623027742464707e-13,0.000014101503385667013
2.3699999999999997,8,0.0038233443006634154,9.872784103645464e-15,4.8112069794902294e-6
2.3699999999999997,9,0.002638092180116395,2.992111767495175e-16,1.7762977946490967e-6
2.3699999999999997,10,0.0018965588221806899,9.951467883161286e-18,6.976523798198528e-7
2.38,2,0.5,0.00003692678585709584,0.009376356310051757
2.38,3,0.1,4.295791872036185e-6,0.004214050156137409
2.38,4,0.03653726559926414,5.508119298551379e-8,0.0007712267262934253
2.38,5,0.017346203222173808,8.264008226183034e-10,0.00017129495236326746
2.38,6,0.009578428015559567,1.5776732009190907e-11,0.00004585205843246761
2.38,7,0.005841703755277117,3.6602708997574576e-13,0.000014105915443928458
2.38,8,0.0038233443006634154,9.869198784791266e-15,4.8125440128902885e-6
2.38,9,0.002638092180116395,2.991361982121932e-16,1.776727712392154e-6
2.38,10,0.0018965588221806899,9.949675057975853e-18,6.977989208258737e-7
2.3899999999999997,2,0.5,0.00003520672768273433,0.00918641305073322
2.3899999999999997,3,0.1,4.255004880865153e-6,0.0042041296976366785
2.3899999999999997,4,0.03653726559926414,5.488953316623644e-8,0.0007711037542042003
2.3899999999999997,5,0.017346203222173808,8.250344024803383e-10,0.0001713397369843361
2.3899999999999997,6,0.009578428015559567,1.5762322099707306e-11,0.00004586719273947761
2.3899999999999997,7,0.005841703755277117,3.6582316044363426e-13,0.000014110344840932585
2.3899999999999997,8,0.0038233443006634154,9.865599680106635e-15,4.813886525479347e-6
2.3899999999999997,9,0.002638092180116395,2.990609228832629e-16,1.7771594246382703e-6
2.3899999999999997,10,0.0018965588221806899,9.947875009085264e-18,6.979460789371079e-7
2.4,2,0.5,0.00003356007752680884,0.008999408994138505
2.4,3,0.1,4.214436566599145e-6,0.004194171306947929
2.4,4,0.03653726559926414,5.469774083583564e-8,0.0007709789976716715
2.4,5,0.017346203222173808,8.236645266617451e-10,0.00017138459939475408
2.4,6,0.009578428015559567,1.5747865015693632e-11,0.000045882379615804786
2.4,7,0.005841703755277117,3.6561849019452933e-13,0.000014114791561099965
2.4,8,0.0038233443006634154,9.86198680562547e-15,4.815234515341676e-6
2.4,9,0.002638092180116395,2.989853509962584e-16,1.7775929311844457e-6
2.4,10,0.0018965588221806899,9.946067740527273e-18,6.980938541534781e-7
2.4099999999999997,2,0.5,0.000031984045223294115,0.008815321248580558
2.4099999999999997,3,0.1,4.174088074245121e-6,0.00418417520087457
2.4099999999999997,4,0.03653726559926414,5.450582205354407e-8,0.0007708524445355153
2.4099999999999997,5,0.017346203222173808,8.222912198941565e-10,0.00017142953831129613
2.4099999999999997,6,0.009578428015559567,1.5733360911147905e-11,0.00004589761892783391
2.4099999999999997,7,0.005841703755277117,3.6541308059907617e-13,0.000014119255588786572
2.4099999999999997,8,0.0038233443006634154,9.858360177438979e-15,4.816587980553117e-6
2.4099999999999997,9,0.002638092180116395,2.9890948278559156e-16,1.7780282318267164e-6
2.4099999999999997,10,0.0018965588221806899,9.944253256355323e-18,6.982422464748808e-7
2.42,2,0.5,0.00003047592999918271,0.008634126548648119
2.42,3,0.1,4.133960511618877e-6,0.004174141599059522
2.42,4,0.03653726559926414,5.431378286291294e-8,0.0007707240826556868
2.42,5,0.017346203222173808,8.209145069394123e-10,0.00017147455244736129
2.42,6,0.009578428015559567,1.5718809940466816e-11,0.000045912910541455816
2.42,7,0.005841703755277117,3.6520693303233255e-13,0.000014123736908283804
2.42,8,0.0038233443006634154,9.854719811695555e-15,4.817946919181067e-6
2.42,9,0.002638092180116395,2.9883331848655247e-16,1.7784653263601544e-6
2.42,10,0.0018965588221806899,9.942431560638546e-18,6.983912559011874e-7
2.4299999999999997,2,0.5,0.000029033118385892308,0.008455801270676485
2.4299999999999997,3,0.1,4.094054949524703e-6,0.004164070723973165
2.4299999999999997,4,0.03653726559926414,5.412162929151441e-8,0.0007705938999130992
2.4299999999999997,5,0.017346203222173808,8.19534412588823e-10,0.0001715196405129959
2.4299999999999997,6,0.009578428015559567,1.5704212258442992e-11,0.00004592825432206817
2.4299999999999997,7,0.005841703755277117,3.6500004887375415e-13,0.000014128235503818486
2.4299999999999997,8,0.0038233443006634154,9.851065724600652e-15,4.819311329284487e-6
2.4299999999999997,9,0.002638092180116395,2.987568583353089e-16,1.7789042145788664e-6
2.4299999999999997,10,0.0018965588221806899,9.940602657461737e-18,6.985408824322416e-7
2.44,2,0.5,0.00002765308214372819,0.008280321448121984
2.44,3,0.1,4.054372421940683e-6,0.0041539628009008255
2.44,4,0.03653726559926414,5.39293673506461e-8,0.0007704618842103016
2.44,5,0.017346203222173808,8.181509616624321e-10,0.0001715648012149172
2.44,6,0.009578428015559567,1.568956802026226e-11,0.000045943650134576366
2.44,7,0.005841703755277117,3.6479242950717886e-13,0.00001413275135955289
2.44,8,0.0038233443006634154,9.847397932416676e-15,4.820681208913887e-6
2.44,9,0.002638092180116395,2.9868010256890457e-16,1.7793448962759911e-6
2.44,10,0.0018965588221806899,9.938766550925349e-18,6.986911260678615e-7
2.4499999999999997,2,0.5,0.00002633337620121832,0.008107662786832536
2.4499999999999997,3,0.1,4.014913926209559e-6,0.004143818057929822
2.4499999999999997,4,0.03653726559926414,5.373700303503783e-8,0.0007703280234721555
2.4499999999999997,5,0.017346203222173808,8.167641790082805e-10,0.00017161003325653692
2.4499999999999997,6,0.009578428015559567,1.5674877381500904e-11,0.00004595909784339423
2.4499999999999997,7,0.005841703755277117,3.645840763208112e-13,0.000014137284459584738
2.4499999999999997,8,0.0038233443006634154,9.843716451462855e-15,4.8220565561113276e-6
2.4499999999999997,9,0.002638092180116395,2.986030514252583e-16,1.7797873712436985e-6
2.4499999999999997,10,0.0018965588221806899,9.936923245145462e-18,6.988419868078376e-7
2.46,2,0.5,0.00002507163661102829,0.007937800680206579
2.46,3,0.1,3.975680423235017e-6,0.004133636725936073
2.46,4,0.03653726559926414,5.354454232256074e-8,0.0007701923056465118
2.46,5,0.017346203222173808,8.153740895016698e-10,0.00017165533533798432
2.46,6,0.009578428015559567,1.566014049812292e-11,0.000045974597312444925
2.46,7,0.005841703755277117,3.6437499070720743e-13,0.00001414183478794723
2.46,8,0.0038233443006634154,9.840021298115118e-15,4.823437368910414e-6
2.46,9,0.002638092180116395,2.985257051431625e-16,1.7802316392731897e-6
2.46,10,0.0018965588221806899,9.935072744253787e-18,6.989934646519338e-7
2.4699999999999998,2,0.5,0.000023865578524063686,0.007770710224233158
2.4699999999999998,3,0.1,3.936672837683333e-6,0.004123419038570254
2.4699999999999998,4,0.03653726559926414,5.3351991173938554e-8,0.0007700547187048849
2.4699999999999998,5,0.017346203222173808,8.139807180444257e-10,0.00017170070615613015
2.4699999999999998,6,0.009578428015559567,1.5645357526477264e-11,0.000045990148405161774
2.4699999999999998,7,0.005841703755277117,3.641651740632593e-13,0.000014146402328609038
2.4699999999999998,8,0.0038233443006634154,9.836312488805982e-15,4.824823645336289e-6
2.4699999999999998,9,0.002638092180116395,2.984480639622821e-16,1.780677700154693e-6
2.4699999999999998,10,0.0018965588221806899,9.933215052397634e-18,6.991455595998854e-7
2.48,2,0.5,0.000022712994183262142,0.007606366232405847
2.48,3,0.1,3.897892058190257e-6,0.004113165232243529
2.48,4,0.03653726559926414,5.3159355532461134e-8,0.0007699152506431255
2.48,5,0.017346203222173808,8.125840895641633e-10,0.0001717461444046101
2.48,6,0.009578428015559567,1.563052862329508e-11,0.00004600575098448906
2.48,7,0.005841703755277117,3.6395462779017903e-13,0.00001415098706547433
2.48,8,0.0038233443006634154,9.832590040024421e-15,4.8262153834056255e-6
2.48,9,0.002638092180116395,2.9837012812315326e-16,1.7811255536774657e-6
2.48,10,0.0018965588221806899,9.931350173739905e-18,6.992982716514003e-7
2.4899999999999998,2,0.5,0.00002161175093848254,0.007444743250503849
2.4899999999999998,3,0.1,3.8593389375730506e-6,0.004102875546112832
2.4899999999999998,4,0.03653726559926414,5.296664132370037e-8,0.0007697738894820933
2.4899999999999998,5,0.017346203222173808,8.111842290135514e-10,0.00017179164877384852
2.4899999999999998,6,0.009578428015559567,1.5615653945686967e-11,0.00004602140491288285
2.4899999999999998,7,0.005841703755277117,3.637433532934838e-13,0.00001415558898238278
2.4899999999999998,8,0.0038233443006634154,9.828853968315751e-15,4.8276125811266305e-6
2.4899999999999998,9,0.002638092180116395,2.9829189786718213e-16,1.7815751996297886e-6
2.4899999999999998,10,0.0018965588221806899,9.92947811245908e-18,6.994516008061583e-7
2.5,2,0.5,0.000020559789283798354,0.007285815571233299
2.5,3,0.1,3.821014293047552e-6,0.004092550222065732
2.5,4,0.03653726559926414,5.277385445522841e-8,0.0007696306232683277
2.5,5,0.017346203222173808,8.097811613695768e-10,0.00017183721795108216
2.5,6,0.009578428015559567,1.5600733651140196e-11,0.000046037110052311875
2.5,7,0.005841703755277117,3.635313519829797e-13,0.000014160208063109588
2.5,8,0.0038233443006634154,9.8251042902815e-15,4.8290152364990325e-6
2.5,9,0.002638092180116395,2.9821337343664364e-16,1.782026637798969e-6
2.5,10,0.0018965588221806899,9.927598872749194e-18,6.996055470638102e-7
2.51,2,0.5,0.000019555120918412773,0.007129557248722624
2.51,3,0.1,3.782918906450207e-6,0.00408218950470486
2.51,4,0.03653726559926414,5.258100081633816e-8,0.0007694854400747175
2.51,5,0.017346203222173808,8.083749116328114e-10,0.00017188285062038404
2.51,6,0.009578428015559567,1.5585767897515926e-11,0.000046052866264258336
2.51,7,0.005841703755277117,3.6331862527274637e-13,0.000014164844291365482
2.51,8,0.0038233443006634154,9.821341022579294e-15,4.8304233475140825e-6
2.51,9,0.002638092180116395,2.9813455507468017e-16,1.7824798679713363e-6
2.51,10,0.0018965588221806899,9.925712458819826e-18,6.997601104239777e-7
2.52,2,0.5,0.000018595826832318034,0.006975942112865447
2.52,3,0.1,3.745053524464912e-6,0.0040717936413319136
2.52,4,0.03653726559926414,5.2388086277766125e-8,0.0007693383280011688
2.52,5,0.017346203222173808,8.069655048266769e-10,0.00017192854546268724
2.52,6,0.009578428015559567,1.5570756843046455e-11,0.000046068673409718776
2.52,7,0.005841703755277117,3.631051745811212e-13,0.000014169497650796727
2.52,8,0.0038233443006634154,9.817564181922725e-15,4.831836912154541e-6
2.52,9,0.002638092180116395,2.9805544302530044e-16,1.782934889932241e-6
2.52,10,0.0018965588221806899,9.923818874896085e-18,6.999152908862534e-7
2.53,2,0.5,0.000017680055417736667,0.006824943783505306
2.53,3,0.1,3.7074188588546248e-6,0.0040613628819312336
2.53,4,0.03653726559926414,5.2195116691417764e-8,0.0007691892751752719
2.53,5,0.017346203222173808,8.055529659967115e-10,0.00017197430115580893
2.53,6,0.009578428015559567,1.555570064633243e-11,0.000046084531349204884
2.53,7,0.005841703755277117,3.628910013306837e-13,0.000014174168124985166
2.53,8,0.0038233443006634154,9.813773785081235e-15,4.833255928394687e-6
2.53,9,0.002638092180116395,2.9797603753337797e-16,1.7833917034660543e-6
2.53,10,0.0018965588221806899,9.92191812521859e-18,7.000710884502012e-7
2.54,2,0.5,0.000016806020607293298,0.006676535684456171
2.54,3,0.1,3.670015586697582e-6,0.004050897479152975
2.54,4,0.03653726559926414,5.200209789009496e-8,0.0007690382697529657
2.54,5,0.017346203222173808,8.041373202098368e-10,0.00017202011637447424
2.54,6,0.009578428015559567,1.5540599466340046e-11,0.00004610043994274441
2.54,7,0.005841703755277117,3.6267610694823944e-13,0.000014178855697448199
2.54,8,0.0038233443006634154,9.809969848879984e-15,4.834680394200292e-6
2.54,9,0.002638092180116395,2.9789633884465013e-16,1.7838503083561658e-6
2.54,10,0.0018965588221806899,9.920010214043455e-18,7.002275031153533e-7
2.55,2,0.5,0.000015972000039785895,0.0065306910573534995
2.55,3,0.1,3.632844350628074e-6,0.004040397688295842
2.55,4,0.03653726559926414,5.180903568722617e-8,0.0007688852999192032
2.55,5,0.017346203222173808,8.027185925536259e-10,0.0001720659897903405
2.55,6,0.009578428015559567,1.552545346239829e-11,0.00004611639904988193
2.55,7,0.005841703755277117,3.624604928648045e-13,0.000014183560351638813
2.55,8,0.0038233443006634154,9.806152390199731e-15,4.8361103075286404e-6
2.55,9,0.002638092180116395,2.9781634720571686e-16,1.7843107043849827e-6
2.55,10,0.0018965588221806899,9.918095145642279e-18,7.003845348812132e-7
2.56,2,0.5,0.000015176333254341969,0.0063873829753302615
2.56,3,0.1,3.59590575908163e-6,0.004029863767289429
2.56,4,0.03653726559926414,5.1615935876598744e-8,0.0007687303538886121
2.56,5,0.017346203222173808,8.012968081355703e-10,0.0001721119200720213
2.56,6,0.009578428015559567,1.5510262794196123e-11,0.00004613240852967981
2.56,7,0.005841703755277117,3.6224416051558963e-13,0.000014188282070945604
2.56,8,0.0038233443006634154,9.802321425976715e-15,4.837545666328501e-6
2.56,9,0.002638092180116395,2.97736062864039e-16,1.7847728913339282e-6
2.56,10,0.0018965588221806899,9.91617292430212e-18,7.005421837472529e-7
2.57,2,0.5,0.000014417419913670287,0.006246584356513124
2.57,3,0.1,3.5592003865445427e-6,0.004019295976676144
2.57,4,0.03653726559926414,5.142280423209386e-8,0.0007685734199061568
2.57,5,0.017346203222173808,7.998719920823499e-10,0.0001721579058851106
2.57,6,0.009578428015559567,1.549502762177969e-11,0.00004614846824071898
2.57,7,0.005841703755277117,3.620271113399841e-13,0.000014193020838692775
2.57,8,0.0038233443006634154,9.798476973202515e-15,4.8389864685401396e-6
